14:27:27.488 [main] INFO  com.example.task.TaskApplication - Starting TaskApplication using Java 17.0.9 with PID 85024 (/Users/sarinzankazbekov/IdeaProjects/Task/target/classes started by sarinzankazbekov in /Users/sarinzankazbekov/IdeaProjects/Task)
14:32:01.278 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 2 migrations (execution time 00:00.021s)
14:32:01.292 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 1.1719126431
14:32:01.295 [main] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
14:32:01.370 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
14:32:01.417 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
14:32:01.442 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
14:32:01.614 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
14:32:01.670 [main] WARN  org.hibernate.dialect.Dialect - HHH000511: The 10.21.0 version for [org.hibernate.dialect.PostgreSQLDialect] is no longer supported, hence certain features may not work properly. The minimum supported version is 12.0.0. Check the community dialects project for available legacy versions.
14:32:02.379 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
14:32:02.381 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
14:32:02.561 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
14:32:03.455 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
14:32:03.799 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3ea95c22, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3ccc5fa2, org.springframework.security.web.context.SecurityContextHolderFilter@4064cd60, org.springframework.security.web.header.HeaderWriterFilter@1e019687, org.springframework.web.filter.CorsFilter@200eaca, org.springframework.security.web.authentication.logout.LogoutFilter@1f93cdc0, com.example.task.jwt.JwtAuthenticationFilter@13c147f8, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@23b456ac, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5f1908c5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@e74914d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@29f68e88, org.springframework.security.web.access.ExceptionTranslationFilter@7d932611, org.springframework.security.web.access.intercept.AuthorizationFilter@507a53b6]
14:32:04.257 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
14:32:04.266 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
14:32:04.276 [main] INFO  com.example.task.TaskApplication - Started TaskApplication in 5.246 seconds (process running for 6.184)
14:32:21.106 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
14:32:21.107 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
14:32:21.109 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
14:32:55.658 [http-nio-8080-exec-2] INFO  c.example.task.aspect.AspectLogging - Username: jlet4uk - ENTER:com.example.task.service.impl.AttachmentServiceImpl.removeAll() with arguments = []
14:32:56.901 [http-nio-8080-exec-2] INFO  c.example.task.aspect.AspectLogging - Username: jlet4uk - ENTER:com.example.task.service.impl.S3ServiceImpl.removeAll() with arguments = []
